cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo,dias_desde_registro,segmento_ingreso,nombre_completo,ingreso_normalizado,grupo_etario
166,Daniela,Morales,daniela.morales166@mail.cl,F,2025-08-20,Antofagasta,Chile,52,878165,False,164.0,Medio,Daniela Morales,0.1884,Senior (+50)
167,Felipe,Valenzuela,felipe.valenzuela167@mail.cl,F,2025-10-16,Araucanía,Chile,53,1754126,False,107.0,Alto,Felipe Valenzuela,0.6285,Senior (+50)
168,Pedro,Rodriguez,pedro.rodriguez168@mail.cl,F,2025-07-20,RM,Chile,43,999137,True,195.0,Medio,Pedro Rodriguez,0.2492,Adulto (36-50)
169,Sebastián,Martínez,sebastián.martínez169@mail.cl,F,2025-04-14,Valparaíso,Chile,59,1397048,True,292.0,Medio,Sebastián Martínez,0.4491,Senior (+50)
170,Pedro,Rodriguez,pedro.rodriguez170@mail.cl,F,2025-04-12,Biobío,Chile,51,785195,True,294.0,Bajo,Pedro Rodriguez,0.1417,Senior (+50)
171,Diego,Araya,diego.araya171@mail.cl,M,2025-11-26,Antofagasta,Chile,66,819278,False,66.0,Medio,Diego Araya,0.1588,Senior (+50)
172,Constanza,Silva,constanza.silva172@mail.cl,M,2026-01-23,Valparaíso,Chile,54,2140821,False,8.0,Alto,Constanza Silva,0.8227,Senior (+50)
173,Valentina,Silva,valentina.silva173@mail.cl,M,2025-02-28,Antofagasta,Chile,43,1901320,True,337.0,Alto,Valentina Silva,0.7024,Adulto (36-50)
174,Francisca,Valenzuela,francisca.valenzuela174@mail.cl,F,2026-01-23,Valparaíso,Chile,43,818420,False,8.0,Medio,Francisca Valenzuela,0.1584,Adulto (36-50)
175,Francisca,Santelices,francisca.santelices175@mail.cl,F,2025-06-25,RM,Chile,25,2025233,True,220.0,Alto,Francisca Santelices,0.7647,Joven (18-25)
176,Felipe,Flores,felipe.flores176@mail.cl,F,2025-04-13,Valparaíso,Chile,34,1638189,True,293.0,Alto,Felipe Flores,0.5702,Adulto Joven (26-35)
177,Daniela,Rodriguez,daniela.rodriguez177@mail.cl,F,2025-10-20,RM,Chile,60,634055,False,103.0,Bajo,Daniela Rodriguez,0.0657,Senior (+50)
178,Felipe,Santelices,felipe.santelices178@mail.cl,F,2026-01-04,Coquimbo,Chile,46,646389,True,27.0,Bajo,Felipe Santelices,0.0719,Adulto (36-50)
179,Rodrigo,Muñoz,rodrigo.muñoz179@mail.cl,M,2025-11-07,Antofagasta,Chile,52,959297,False,85.0,Medio,Rodrigo Muñoz,0.2291,Senior (+50)
180,Andrés,Santelices,andrés.santelices180@mail.cl,M,2026-02-04,Coquimbo,Chile,56,1393741,False,-4.0,Medio,Andrés Santelices,0.4474,Senior (+50)
181,Rodrigo,Espinoza,rodrigo.espinoza181@mail.cl,M,2025-07-04,Coquimbo,Chile,33,1109719,False,211.0,Medio,Rodrigo Espinoza,0.3047,Adulto Joven (26-35)
182,Josefa,Martínez,josefa.martínez182@mail.cl,F,2025-12-06,RM,Chile,22,1952608,False,56.0,Alto,Josefa Martínez,0.7282,Joven (18-25)
183,Juan,Rodriguez,juan.rodriguez183@mail.cl,M,2025-11-20,RM,Chile,35,1399005,True,72.0,Medio,Juan Rodriguez,0.45,Adulto Joven (26-35)
184,Sebastián,González,sebastián.gonzález184@mail.cl,M,2025-11-01,Araucanía,Chile,41,2278627,False,91.0,Alto,Sebastián González,0.892,Adulto (36-50)
185,Andrés,López,andrés.lópez185@mail.cl,M,2025-07-17,Biobío,Chile,56,1410775,True,198.0,Medio,Andrés López,0.456,Senior (+50)
186,Constanza,Silva,constanza.silva186@mail.cl,M,2026-01-07,Antofagasta,Chile,69,693283,True,24.0,Bajo,Constanza Silva,0.0955,Senior (+50)
187,Daniela,Díaz,daniela.díaz187@mail.cl,M,2025-11-26,Valparaíso,Chile,60,1610241,True,66.0,Alto,Daniela Díaz,0.5562,Senior (+50)
188,Francisca,Martínez,francisca.martínez188@mail.cl,M,2026-01-05,Araucanía,Chile,22,2146645,True,26.0,Alto,Francisca Martínez,0.8257,Joven (18-25)
189,Felipe,González,felipe.gonzález189@mail.cl,M,2026-02-11,Antofagasta,Chile,52,2329553,False,-11.0,Alto,Felipe González,0.9175,Senior (+50)
190,Constanza,González,constanza.gonzález190@mail.cl,F,2025-09-26,Antofagasta,Chile,64,1346936,True,127.0,Medio,Constanza González,0.4239,Senior (+50)
191,Camila,Espinoza,camila.espinoza191@mail.cl,M,2026-01-03,RM,Chile,45,1464163,True,28.0,Medio,Camila Espinoza,0.4828,Adulto (36-50)
192,Pedro,Martínez,pedro.martínez192@mail.cl,F,2026-02-09,Antofagasta,Chile,42,826916,True,-9.0,Medio,Pedro Martínez,0.1626,Adulto (36-50)
193,Andrés,Muñoz,andrés.muñoz193@mail.cl,F,,RM,Chile,65,1660793,False,,Alto,Andrés Muñoz,0.5816,Senior (+50)
194,Valentina,Pérez,valentina.pérez194@mail.cl,F,2026-01-13,RM,Chile,34,625991,True,18.0,Bajo,Valentina Pérez,0.0617,Adulto Joven (26-35)
195,Catalina,Espinoza,catalina.espinoza195@mail.cl,M,2025-02-09,Antofagasta,Chile,51,1882439,True,356.0,Alto,Catalina Espinoza,0.6929,Senior (+50)
196,Rodrigo,Flores,rodrigo.flores196@mail.cl,M,2025-06-17,Antofagasta,Chile,45,990042,True,228.0,Medio,Rodrigo Flores,0.2446,Adulto (36-50)
197,Catalina,Martínez,catalina.martínez197@mail.cl,M,2025-06-19,Biobío,Chile,53,2421214,True,226.0,Alto,Catalina Martínez,0.9636,Senior (+50)
198,Valentina,Araya,valentina.araya198@mail.cl,M,2026-02-26,Antofagasta,Chile,68,1209662,True,-26.0,Medio,Valentina Araya,0.3549,Senior (+50)
199,Francisca,López,francisca.lópez199@mail.cl,F,2025-03-23,RM,Chile,53,626209,False,314.0,Bajo,Francisca López,0.0618,Senior (+50)
200,Rodrigo,Flores,rodrigo.flores200@mail.cl,F,2025-02-15,RM,Chile,44,1484176,True,350.0,Medio,Rodrigo Flores,0.4928,Adulto (36-50)
201,Juan,Silva,juan.silva201@mail.cl,M,,RM,Chile,65,702053,True,,Bajo,Juan Silva,0.0999,Senior (+50)
202,Constanza,Santelices,constanza.santelices202@mail.cl,F,2026-01-28,Coquimbo,Chile,32,2164221,True,3.0,Alto,Constanza Santelices,0.8345,Adulto Joven (26-35)
203,Rodrigo,Soto,rodrigo.soto203@mail.cl,F,2025-11-20,RM,Chile,44,2054623,True,72.0,Alto,Rodrigo Soto,0.7794,Adulto (36-50)
204,Carolina,Soto,carolina.soto204@mail.cl,M,2025-04-30,Coquimbo,Chile,35,2402897,False,276.0,Alto,Carolina Soto,0.9544,Adulto Joven (26-35)
205,Catalina,Valenzuela,catalina.valenzuela205@mail.cl,M,2025-01-07,Coquimbo,Chile,46,1148074,True,389.0,Medio,Catalina Valenzuela,0.324,Adulto (36-50)
206,Valentina,Valenzuela,valentina.valenzuela206@mail.cl,M,2025-01-26,Biobío,Chile,51,1312461,False,370.0,Medio,Valentina Valenzuela,0.4066,Senior (+50)
207,Rodrigo,Díaz,rodrigo.díaz207@mail.cl,M,2026-01-15,RM,Chile,46,1886652,True,16.0,Alto,Rodrigo Díaz,0.695,Adulto (36-50)
208,Camila,Muñoz,camila.muñoz208@mail.cl,M,2025-01-27,Valparaíso,Chile,20,1272944,False,369.0,Medio,Camila Muñoz,0.3867,Joven (18-25)
209,Carolina,Silva,carolina.silva209@mail.cl,F,2026-02-06,Valparaíso,Chile,37,1073189,True,-6.0,Medio,Carolina Silva,0.2864,Adulto (36-50)
210,Sebastián,Pérez,sebastián.pérez210@mail.cl,M,2025-01-15,RM,Chile,51,1419484,True,381.0,Medio,Sebastián Pérez,0.4603,Senior (+50)
211,Catalina,González,catalina.gonzález211@mail.cl,M,2025-07-27,Valparaíso,Chile,44,2303847,False,188.0,Alto,Catalina González,0.9046,Adulto (36-50)
212,Constanza,Martínez,constanza.martínez212@mail.cl,M,2025-01-27,RM,Chile,63,847697,False,369.0,Medio,Constanza Martínez,0.1731,Senior (+50)
213,Felipe,Rodriguez,felipe.rodriguez213@mail.cl,M,2025-11-12,RM,Chile,20,2219187,False,80.0,Alto,Felipe Rodriguez,0.8621,Joven (18-25)
214,Josefa,Martínez,josefa.martínez214@mail.cl,F,2025-08-24,RM,Chile,44,1058819,True,160.0,Medio,Josefa Martínez,0.2791,Adulto (36-50)
215,Valentina,Martínez,valentina.martínez215@mail.cl,F,2025-04-27,RM,Chile,19,1341047,False,279.0,Medio,Valentina Martínez,0.4209,Joven (18-25)
216,Andrés,Flores,andrés.flores216@mail.cl,M,2025-11-16,RM,Chile,35,2418317,True,76.0,Alto,Andrés Flores,0.9621,Adulto Joven (26-35)
217,Josefa,Soto,josefa.soto217@mail.cl,F,2025-04-12,Valparaíso,Chile,58,1464163,True,294.0,Medio,Josefa Soto,0.4828,Senior (+50)
218,Valentina,Rodriguez,valentina.rodriguez218@mail.cl,F,2025-02-15,RM,Chile,49,1793774,False,350.0,Alto,Valentina Rodriguez,0.6484,Adulto (36-50)
219,Valentina,Soto,valentina.soto219@mail.cl,F,2025-08-30,Valparaíso,Chile,50,1073441,True,154.0,Medio,Valentina Soto,0.2865,Adulto (36-50)
220,Juan,Martínez,juan.martínez220@mail.cl,M,2026-01-26,RM,Chile,39,1863046,False,5.0,Alto,Juan Martínez,0.6832,Adulto (36-50)
221,Valentina,Santelices,valentina.santelices221@mail.cl,F,2026-02-03,Valparaíso,Chile,59,509078,False,-3.0,Bajo,Valentina Santelices,0.003,Senior (+50)
222,Juan,Silva,juan.silva222@mail.cl,M,2026-01-09,RM,Chile,23,2190696,True,22.0,Alto,Juan Silva,0.8478,Joven (18-25)
223,Josefa,Martínez,josefa.martínez223@mail.cl,F,2026-01-28,Araucanía,Chile,37,906845,True,3.0,Medio,Josefa Martínez,0.2028,Adulto (36-50)
224,Andrés,Valenzuela,andrés.valenzuela224@mail.cl,M,2025-11-10,Valparaíso,Chile,39,1229497,True,82.0,Medio,Andrés Valenzuela,0.3649,Adulto (36-50)
225,Pedro,Valenzuela,pedro.valenzuela225@mail.cl,M,2025-01-12,RM,Chile,40,2182955,True,384.0,Alto,Pedro Valenzuela,0.8439,Adulto (36-50)
226,Sebastián,Flores,sebastián.flores226@mail.cl,M,2026-02-05,RM,Chile,62,1576956,True,-5.0,Alto,Sebastián Flores,0.5394,Senior (+50)
227,Diego,Santelices,diego.santelices227@mail.cl,F,2025-07-30,Coquimbo,Chile,39,1717060,False,185.0,Alto,Diego Santelices,0.6098,Adulto (36-50)
228,Daniela,Martínez,daniela.martínez228@mail.cl,M,2025-02-04,Valparaíso,Chile,46,2351317,True,361.0,Alto,Daniela Martínez,0.9285,Adulto (36-50)
229,Josefa,González,josefa.gonzález229@mail.cl,M,2026-01-31,Coquimbo,Chile,41,1360563,True,0.0,Medio,Josefa González,0.4307,Adulto (36-50)
230,Camila,Araya,camila.araya230@mail.cl,F,2025-02-19,Biobío,Chile,66,1891538,False,346.0,Alto,Camila Araya,0.6975,Senior (+50)
231,Sebastián,Díaz,sebastián.díaz231@mail.cl,F,2025-03-07,Valparaíso,Chile,32,1836737,False,330.0,Alto,Sebastián Díaz,0.67,Adulto Joven (26-35)
232,Valentina,Santelices,valentina.santelices232@mail.cl,F,2025-05-05,Araucanía,Chile,29,749474,True,271.0,Bajo,Valentina Santelices,0.1237,Adulto Joven (26-35)
233,María,Silva,maría.silva233@mail.cl,M,2025-01-08,Valparaíso,Chile,53,1965071,False,388.0,Alto,María Silva,0.7344,Senior (+50)
234,Felipe,López,felipe.lópez234@mail.cl,F,2025-10-20,RM,Chile,22,1724613,True,103.0,Alto,Felipe López,0.6136,Joven (18-25)
235,Sebastián,Espinoza,sebastián.espinoza235@mail.cl,F,2025-08-19,Antofagasta,Chile,42,601459,False,165.0,Bajo,Sebastián Espinoza,0.0494,Adulto (36-50)
236,Felipe,Soto,felipe.soto236@mail.cl,M,2026-01-02,RM,Chile,52,1536548,True,29.0,Alto,Felipe Soto,0.5191,Senior (+50)
237,Juan,Silva,juan.silva237@mail.cl,F,2026-02-16,RM,Chile,48,1404586,False,-16.0,Medio,Juan Silva,0.4529,Adulto (36-50)
238,Pedro,Soto,pedro.soto238@mail.cl,F,2025-11-28,RM,Chile,47,1568392,True,64.0,Alto,Pedro Soto,0.5351,Adulto (36-50)
239,Diego,Díaz,diego.díaz239@mail.cl,F,2025-03-05,Valparaíso,Chile,37,2442811,True,332.0,Alto,Diego Díaz,0.9744,Adulto (36-50)
240,Andrés,Pérez,andrés.pérez240@mail.cl,M,2025-04-30,Valparaíso,Chile,61,841815,False,276.0,Medio,Andrés Pérez,0.1701,Senior (+50)
241,Josefa,Valenzuela,josefa.valenzuela241@mail.cl,F,2025-11-30,RM,Chile,19,1464163,True,62.0,Medio,Josefa Valenzuela,0.4828,Joven (18-25)
242,Diego,Díaz,diego.díaz242@mail.cl,F,2025-07-17,RM,Chile,54,1708052,True,198.0,Alto,Diego Díaz,0.6053,Senior (+50)
243,Diego,González,diego.gonzález243@mail.cl,M,2025-10-03,Coquimbo,Chile,67,1680887,True,120.0,Alto,Diego González,0.5917,Senior (+50)
244,Andrés,Espinoza,andrés.espinoza244@mail.cl,F,2026-02-08,RM,Chile,48,1867223,True,-8.0,Alto,Andrés Espinoza,0.6853,Adulto (36-50)
245,Andrés,Muñoz,andrés.muñoz245@mail.cl,M,2025-05-06,Valparaíso,Chile,62,890479,False,270.0,Medio,Andrés Muñoz,0.1946,Senior (+50)
246,Francisca,Araya,francisca.araya246@mail.cl,M,2025-09-21,RM,Chile,46,2178687,False,132.0,Alto,Francisca Araya,0.8418,Adulto (36-50)
247,Diego,Valenzuela,diego.valenzuela247@mail.cl,F,2025-04-29,RM,Chile,43,1673930,False,277.0,Alto,Diego Valenzuela,0.5882,Adulto (36-50)
248,Constanza,Muñoz,constanza.muñoz248@mail.cl,F,2026-02-09,Valparaíso,Chile,66,988011,True,-9.0,Medio,Constanza Muñoz,0.2436,Senior (+50)
249,Daniela,Martínez,daniela.martínez249@mail.cl,F,2025-10-14,Antofagasta,Chile,33,1267629,True,109.0,Medio,Daniela Martínez,0.384,Adulto Joven (26-35)
250,Catalina,Pérez,catalina.pérez250@mail.cl,M,2025-07-11,RM,Chile,23,1532766,True,204.0,Alto,Catalina Pérez,0.5172,Joven (18-25)
251,Juan,Martínez,juan.martínez251@mail.cl,M,2025-03-18,Antofagasta,Chile,48,1221384,True,319.0,Medio,Juan Martínez,0.3608,Adulto (36-50)
252,Camila,Muñoz,camila.muñoz252@mail.cl,M,2026-01-19,Biobío,Chile,23,536321,False,12.0,Bajo,Camila Muñoz,0.0166,Joven (18-25)
253,Rodrigo,Martínez,rodrigo.martínez253@mail.cl,M,2026-01-24,Coquimbo,Chile,24,2164600,True,7.0,Alto,Rodrigo Martínez,0.8347,Joven (18-25)
254,Josefa,González,josefa.gonzález254@mail.cl,F,2025-11-12,Valparaíso,Chile,44,2438904,True,80.0,Alto,Josefa González,0.9725,Adulto (36-50)
255,Juan,González,juan.gonzález255@mail.cl,M,2025-12-21,RM,Chile,44,1548173,False,41.0,Alto,Juan González,0.525,Adulto (36-50)
256,Francisca,Muñoz,francisca.muñoz256@mail.cl,F,2025-11-24,Coquimbo,Chile,65,1264357,False,68.0,Medio,Francisca Muñoz,0.3824,Senior (+50)
257,Diego,Flores,diego.flores257@mail.cl,F,2025-10-31,RM,Chile,54,2493678,False,92.0,Alto,Diego Flores,1.0,Senior (+50)
258,Camila,Valenzuela,camila.valenzuela258@mail.cl,M,2026-02-19,Biobío,Chile,61,2413722,True,-19.0,Alto,Camila Valenzuela,0.9598,Senior (+50)
259,Rodrigo,Pérez,rodrigo.pérez259@mail.cl,M,2026-02-22,Coquimbo,Chile,32,1866808,False,-22.0,Alto,Rodrigo Pérez,0.6851,Adulto Joven (26-35)
260,Andrés,Rodriguez,andrés.rodriguez260@mail.cl,M,2025-10-02,RM,Chile,51,1857133,True,121.0,Alto,Andrés Rodriguez,0.6802,Senior (+50)
261,Camila,Pérez,camila.pérez261@mail.cl,F,2026-01-28,Valparaíso,Chile,52,2070439,False,3.0,Alto,Camila Pérez,0.7874,Senior (+50)
262,Francisca,Díaz,francisca.díaz262@mail.cl,F,2025-05-12,Valparaíso,Chile,43,1805944,False,264.0,Alto,Francisca Díaz,0.6545,Adulto (36-50)
263,Andrés,Santelices,andrés.santelices263@mail.cl,M,2025-06-08,Antofagasta,Chile,24,2030814,False,237.0,Alto,Andrés Santelices,0.7675,Joven (18-25)
264,Juan,López,juan.lópez264@mail.cl,M,2026-01-04,RM,Chile,24,1869909,True,27.0,Alto,Juan López,0.6866,Joven (18-25)
265,Carolina,Silva,carolina.silva265@mail.cl,M,2026-02-24,Valparaíso,Chile,39,1965461,True,-24.0,Alto,Carolina Silva,0.7346,Adulto (36-50)
266,Valentina,Araya,valentina.araya266@mail.cl,M,2025-05-01,Biobío,Chile,59,1018727,False,275.0,Medio,Valentina Araya,0.259,Senior (+50)
267,Catalina,González,catalina.gonzález267@mail.cl,F,2025-06-01,RM,Chile,36,929667,False,244.0,Medio,Catalina González,0.2143,Adulto (36-50)
268,Felipe,López,felipe.lópez268@mail.cl,M,2025-08-30,RM,Chile,22,695246,True,154.0,Bajo,Felipe López,0.0965,Joven (18-25)
269,Pedro,Araya,pedro.araya269@mail.cl,F,2025-05-30,Coquimbo,Chile,65,1616964,True,246.0,Alto,Pedro Araya,0.5595,Senior (+50)
270,Pedro,Araya,pedro.araya270@mail.cl,M,2025-03-19,Coquimbo,Chile,30,1522460,True,318.0,Alto,Pedro Araya,0.5121,Adulto Joven (26-35)
271,Constanza,Martínez,constanza.martínez271@mail.cl,F,2025-05-26,RM,Chile,20,1935177,False,250.0,Alto,Constanza Martínez,0.7194,Joven (18-25)
272,Rodrigo,Santelices,rodrigo.santelices272@mail.cl,M,2026-02-15,Valparaíso,Chile,36,1324899,False,-15.0,Medio,Rodrigo Santelices,0.4128,Adulto (36-50)
273,Valentina,López,valentina.lópez273@mail.cl,F,2025-08-20,RM,Chile,44,1135232,False,164.0,Medio,Valentina López,0.3175,Adulto (36-50)
274,Pedro,Martínez,pedro.martínez274@mail.cl,F,2025-07-15,RM,Chile,30,572240,False,200.0,Bajo,Pedro Martínez,0.0347,Adulto Joven (26-35)
275,María,Araya,maría.araya275@mail.cl,M,2025-09-21,RM,Chile,55,665575,False,132.0,Bajo,María Araya,0.0816,Senior (+50)
276,Pedro,Soto,pedro.soto276@mail.cl,F,2025-11-22,RM,Chile,19,751051,False,70.0,Bajo,Pedro Soto,0.1245,Joven (18-25)
277,Valentina,González,valentina.gonzález277@mail.cl,M,2025-09-21,Valparaíso,Chile,39,1724491,False,132.0,Alto,Valentina González,0.6136,Adulto (36-50)
278,Camila,Pérez,camila.pérez278@mail.cl,M,2025-11-07,Valparaíso,Chile,33,1780617,False,85.0,Alto,Camila Pérez,0.6418,Adulto Joven (26-35)
279,Constanza,Martínez,constanza.martínez279@mail.cl,M,2025-05-16,Biobío,Chile,37,1690402,False,260.0,Alto,Constanza Martínez,0.5964,Adulto (36-50)
280,Constanza,Flores,constanza.flores280@mail.cl,M,2025-01-05,RM,Chile,37,1544327,False,391.0,Alto,Constanza Flores,0.5231,Adulto (36-50)
281,Carolina,González,carolina.gonzález281@mail.cl,M,2025-08-19,Valparaíso,Chile,49,1668544,True,165.0,Alto,Carolina González,0.5855,Adulto (36-50)
282,Catalina,Araya,catalina.araya282@mail.cl,F,2025-10-19,RM,Chile,50,1816502,False,104.0,Alto,Catalina Araya,0.6598,Adulto (36-50)
283,Rodrigo,Muñoz,rodrigo.muñoz283@mail.cl,M,2026-01-09,RM,Chile,18,1996906,True,22.0,Alto,Rodrigo Muñoz,0.7504,Joven (18-25)
284,Camila,Espinoza,camila.espinoza284@mail.cl,M,2026-01-06,Araucanía,Chile,52,1114805,True,25.0,Medio,Camila Espinoza,0.3073,Senior (+50)
285,Josefa,Soto,josefa.soto285@mail.cl,F,2025-08-27,Antofagasta,Chile,66,1167689,False,157.0,Medio,Josefa Soto,0.3338,Senior (+50)
286,María,Flores,maría.flores286@mail.cl,M,2025-05-14,Valparaíso,Chile,20,793894,False,262.0,Bajo,María Flores,0.146,Joven (18-25)
287,Constanza,Martínez,constanza.martínez287@mail.cl,M,2025-05-10,Coquimbo,Chile,52,2203377,False,266.0,Alto,Constanza Martínez,0.8542,Senior (+50)
288,Camila,Muñoz,camila.muñoz288@mail.cl,F,2025-09-10,Araucanía,Chile,50,2191811,True,143.0,Alto,Camila Muñoz,0.8483,Adulto (36-50)
289,Constanza,González,constanza.gonzález289@mail.cl,F,2026-02-21,Antofagasta,Chile,20,1190658,True,-21.0,Medio,Constanza González,0.3454,Joven (18-25)
290,Valentina,Martínez,valentina.martínez290@mail.cl,M,2025-01-25,RM,Chile,32,1464163,True,371.0,Medio,Valentina Martínez,0.4828,Adulto Joven (26-35)
291,Carolina,Araya,carolina.araya291@mail.cl,F,2025-01-31,RM,Chile,31,1052467,False,365.0,Medio,Carolina Araya,0.276,Adulto Joven (26-35)
292,Rodrigo,Araya,rodrigo.araya292@mail.cl,M,2025-09-11,RM,Chile,19,1783131,True,142.0,Alto,Rodrigo Araya,0.643,Joven (18-25)
293,Pedro,Valenzuela,pedro.valenzuela293@mail.cl,M,2025-12-11,Coquimbo,Chile,19,1473181,True,51.0,Medio,Pedro Valenzuela,0.4873,Joven (18-25)
294,María,Flores,maría.flores294@mail.cl,M,2026-01-19,Valparaíso,Chile,26,1185154,True,12.0,Medio,María Flores,0.3426,Adulto Joven (26-35)
295,Sebastián,Araya,sebastián.araya295@mail.cl,F,2025-09-09,RM,Chile,50,1121827,False,144.0,Medio,Sebastián Araya,0.3108,Adulto (36-50)
296,Felipe,Silva,felipe.silva296@mail.cl,M,2025-08-09,RM,Chile,69,2433731,False,175.0,Alto,Felipe Silva,0.9699,Senior (+50)
297,Valentina,Santelices,valentina.santelices297@mail.cl,F,2026-02-04,RM,Chile,24,989626,False,-4.0,Medio,Valentina Santelices,0.2444,Joven (18-25)
298,Valentina,Espinoza,valentina.espinoza298@mail.cl,M,2025-07-02,Valparaíso,Chile,19,563037,True,213.0,Bajo,Valentina Espinoza,0.0301,Joven (18-25)
299,Diego,Soto,diego.soto299@mail.cl,F,2025-11-10,RM,Chile,56,1770660,True,82.0,Alto,Diego Soto,0.6368,Senior (+50)
300,Rodrigo,Pérez,rodrigo.pérez300@mail.cl,F,2026-01-18,RM,Chile,54,946636,False,13.0,Medio,Rodrigo Pérez,0.2228,Senior (+50)
301,Camila,González,camila.gonzález301@mail.cl,M,2025-11-04,RM,Chile,43,1559325,False,88.0,Alto,Camila González,0.5306,Adulto (36-50)
302,María,Díaz,maría.díaz302@mail.cl,F,2025-08-21,Valparaíso,Chile,46,2361043,True,163.0,Alto,María Díaz,0.9334,Adulto (36-50)
303,Valentina,López,valentina.lópez303@mail.cl,M,2025-07-11,Araucanía,Chile,34,503191,True,204.0,Bajo,Valentina López,0.0,Adulto Joven (26-35)
304,Sebastián,González,sebastián.gonzález304@mail.cl,F,2025-01-10,Coquimbo,Chile,67,1962073,False,386.0,Alto,Sebastián González,0.7329,Senior (+50)
305,Carolina,Silva,carolina.silva305@mail.cl,M,2025-09-21,Biobío,Chile,39,2386407,True,132.0,Alto,Carolina Silva,0.9461,Adulto (36-50)
306,Josefa,González,josefa.gonzález306@mail.cl,F,2026-01-05,Coquimbo,Chile,49,563936,True,26.0,Bajo,Josefa González,0.0305,Adulto (36-50)
307,Diego,Silva,diego.silva307@mail.cl,M,2025-04-19,RM,Chile,68,2458295,True,287.0,Alto,Diego Silva,0.9822,Senior (+50)
308,Daniela,González,daniela.gonzález308@mail.cl,M,2025-08-16,Coquimbo,Chile,28,701139,True,168.0,Bajo,Daniela González,0.0994,Adulto Joven (26-35)
309,Pedro,Santelices,pedro.santelices309@mail.cl,M,2025-09-18,RM,Chile,22,1129085,False,135.0,Medio,Pedro Santelices,0.3144,Joven (18-25)
310,Catalina,Silva,catalina.silva310@mail.cl,F,2025-08-08,Coquimbo,Chile,34,648702,False,176.0,Bajo,Catalina Silva,0.0731,Adulto Joven (26-35)
311,Catalina,Silva,catalina.silva311@mail.cl,M,2025-02-18,Araucanía,Chile,53,1646237,False,347.0,Alto,Catalina Silva,0.5743,Senior (+50)
312,Constanza,Martínez,constanza.martínez312@mail.cl,M,2025-09-12,Araucanía,Chile,67,2381865,True,141.0,Alto,Constanza Martínez,0.9438,Senior (+50)
313,Camila,Araya,camila.araya313@mail.cl,M,2025-06-30,Araucanía,Chile,49,612990,False,215.0,Bajo,Camila Araya,0.0552,Adulto (36-50)
314,Catalina,Araya,catalina.araya314@mail.cl,F,2025-07-02,RM,Chile,26,915384,False,213.0,Medio,Catalina Araya,0.2071,Adulto Joven (26-35)
315,Andrés,Espinoza,andrés.espinoza315@mail.cl,F,2025-08-01,RM,Chile,61,1379903,True,183.0,Medio,Andrés Espinoza,0.4405,Senior (+50)
316,Constanza,González,constanza.gonzález316@mail.cl,F,2025-08-10,Araucanía,Chile,56,1886992,False,174.0,Alto,Constanza González,0.6952,Senior (+50)
317,Sebastián,Valenzuela,sebastián.valenzuela317@mail.cl,F,2025-05-06,Valparaíso,Chile,25,1122893,False,270.0,Medio,Sebastián Valenzuela,0.3113,Joven (18-25)
318,Constanza,Santelices,constanza.santelices318@mail.cl,M,2025-03-27,Valparaíso,Chile,39,1765898,True,310.0,Alto,Constanza Santelices,0.6344,Adulto (36-50)
319,Valentina,Araya,valentina.araya319@mail.cl,M,2025-08-01,Valparaíso,Chile,32,817875,True,183.0,Medio,Valentina Araya,0.1581,Adulto Joven (26-35)
320,María,Valenzuela,maría.valenzuela320@mail.cl,M,2026-01-13,Coquimbo,Chile,39,1552330,True,18.0,Alto,María Valenzuela,0.5271,Adulto (36-50)
321,Rodrigo,González,rodrigo.gonzález321@mail.cl,F,2025-01-23,Valparaíso,Chile,46,1464163,True,373.0,Medio,Rodrigo González,0.4828,Adulto (36-50)
322,Carolina,Valenzuela,carolina.valenzuela322@mail.cl,M,2025-12-28,Biobío,Chile,33,1482599,True,34.0,Medio,Carolina Valenzuela,0.492,Adulto Joven (26-35)
323,Carolina,Pérez,carolina.pérez323@mail.cl,M,2025-08-12,Araucanía,Chile,59,1933441,True,172.0,Alto,Carolina Pérez,0.7185,Senior (+50)
324,Sebastián,López,sebastián.lópez324@mail.cl,M,2025-03-07,Valparaíso,Chile,44,1616271,True,330.0,Alto,Sebastián López,0.5592,Adulto (36-50)
325,Sebastián,Díaz,sebastián.díaz325@mail.cl,F,2025-02-23,RM,Chile,29,1051120,False,342.0,Medio,Sebastián Díaz,0.2753,Adulto Joven (26-35)
326,Constanza,Martínez,constanza.martínez326@mail.cl,F,2025-08-31,Biobío,Chile,48,2340118,False,153.0,Alto,Constanza Martínez,0.9229,Adulto (36-50)
327,Daniela,Rodriguez,daniela.rodriguez327@mail.cl,M,2025-05-12,RM,Chile,37,1042601,False,264.0,Medio,Daniela Rodriguez,0.271,Adulto (36-50)
328,Valentina,Rodriguez,valentina.rodriguez328@mail.cl,F,2025-12-25,RM,Chile,38,1628649,False,37.0,Alto,Valentina Rodriguez,0.5654,Adulto (36-50)
329,Constanza,Díaz,constanza.díaz329@mail.cl,F,2025-04-29,Biobío,Chile,24,568099,True,277.0,Bajo,Constanza Díaz,0.0326,Joven (18-25)
330,Constanza,Rodriguez,constanza.rodriguez330@mail.cl,F,2025-09-11,RM,Chile,41,1352129,False,142.0,Medio,Constanza Rodriguez,0.4265,Adulto (36-50)
