cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo
246,Francisca,Araya,francisca.araya246@mail.cl,M,2025-09-21,RM,Chile,46.0,2178687.0,False
247,Diego,Valenzuela,diego.valenzuela247@mail.cl,F,2025-04-29,RM,Chile,43.0,1673930.0,False
248,Constanza,Muñoz,constanza.muñoz248@mail.cl,F,2026-02-09,Valparaíso,Chile,66.0,988011.0,True
249,Daniela,Martínez,daniela.martínez249@mail.cl,F,2025-10-14,Antofagasta,Chile,33.0,1267629.0,True
250,Catalina,Pérez,catalina.pérez250@mail.cl,M,2025-07-11,RM,Chile,23.0,1532766.0,True
251,Juan,Martínez,juan.martínez251@mail.cl,M,2025-03-18,Antofagasta,Chile,48.0,1221384.0,True
252,Camila,Muñoz,camila.muñoz252@mail.cl,M,2026-01-19,Biobío,Chile,23.0,536321.0,False
253,Rodrigo,Martínez,rodrigo.martínez253@mail.cl,M,2026-01-24,Coquimbo,Chile,24.0,2164600.0,True
254,Josefa,González,josefa.gonzález254@mail.cl,F,2025-11-12,Valparaíso,Chile,44.5,2438904.0,True
255,Juan,González,juan.gonzález255@mail.cl,M,2025-12-21,RM,Chile,44.5,1548173.0,False
256,Francisca,Muñoz,francisca.muñoz256@mail.cl,F,2025-11-24,Coquimbo,Chile,65.0,1264357.0,False
257,Diego,Flores,diego.flores257@mail.cl,F,2025-10-31,RM,Chile,54.0,2493678.0,False
258,Camila,Valenzuela,camila.valenzuela258@mail.cl,M,2026-02-19,Biobío,Chile,61.0,2413722.0,True
259,Rodrigo,Pérez,rodrigo.pérez259@mail.cl,M,2026-02-22,Coquimbo,Chile,32.0,1866808.0,False
260,Andrés,Rodriguez,andrés.rodriguez260@mail.cl,M,2025-10-02,RM,Chile,51.0,1857133.0,True
261,Camila,Pérez,camila.pérez261@mail.cl,F,2026-01-28,Valparaíso,Chile,52.0,2070439.0,False
262,Francisca,Díaz,francisca.díaz262@mail.cl,F,2025-05-12,Valparaíso,Chile,43.0,1805944.0,False
263,Andrés,Santelices,andrés.santelices263@mail.cl,M,2025-06-08,Antofagasta,Chile,24.0,2030814.0,False
264,Juan,López,juan.lópez264@mail.cl,M,2026-01-04,RM,Chile,24.0,1869909.0,True
265,Carolina,Silva,carolina.silva265@mail.cl,M,2026-02-24,Valparaíso,Chile,39.0,1965461.0,True
266,Valentina,Araya,valentina.araya266@mail.cl,M,2025-05-01,Biobío,Chile,59.0,1018727.0,False
267,Catalina,González,catalina.gonzález267@mail.cl,F,2025-06-01,RM,Chile,36.0,929667.0,False
268,Felipe,López,felipe.lópez268@mail.cl,M,2025-08-30,RM,Chile,22.0,695246.0,True
269,Pedro,Araya,pedro.araya269@mail.cl,F,2025-05-30,Coquimbo,Chile,65.0,1616964.0,True
270,Pedro,Araya,pedro.araya270@mail.cl,M,2025-03-19,Coquimbo,Chile,30.0,1522460.0,True
271,Constanza,Martínez,constanza.martínez271@mail.cl,F,2025-05-26,RM,Chile,20.0,1935177.0,False
272,Rodrigo,Santelices,rodrigo.santelices272@mail.cl,M,2026-02-15,Valparaíso,Chile,36.0,1324899.0,False
273,Valentina,López,valentina.lópez273@mail.cl,F,2025-08-20,RM,Chile,44.5,1135232.0,False
274,Pedro,Martínez,pedro.martínez274@mail.cl,F,2025-07-15,RM,Chile,30.0,572240.0,False
275,María,Araya,maría.araya275@mail.cl,M,2025-09-21,RM,Chile,55.0,665575.0,False
276,Pedro,Soto,pedro.soto276@mail.cl,F,2025-11-22,RM,Chile,19.0,751051.0,False
277,Valentina,González,valentina.gonzález277@mail.cl,M,2025-09-21,Valparaíso,Chile,39.0,1724491.0,False
278,Camila,Pérez,camila.pérez278@mail.cl,M,2025-11-07,Valparaíso,Chile,33.0,1780617.0,False
279,Constanza,Martínez,constanza.martínez279@mail.cl,M,2025-05-16,Biobío,Chile,37.0,1690402.0,False
280,Constanza,Flores,constanza.flores280@mail.cl,M,2025-01-05,RM,Chile,37.0,1544327.0,False
281,Carolina,González,carolina.gonzález281@mail.cl,M,2025-08-19,Valparaíso,Chile,49.0,1668544.0,True
282,Catalina,Araya,catalina.araya282@mail.cl,F,2025-10-19,RM,Chile,50.0,1816502.0,False
283,Rodrigo,Muñoz,rodrigo.muñoz283@mail.cl,M,2026-01-09,RM,Chile,18.0,1996906.0,True
284,Camila,Espinoza,camila.espinoza284@mail.cl,M,2026-01-06,Araucanía,Chile,52.0,1114805.0,True
285,Josefa,Soto,josefa.soto285@mail.cl,F,2025-08-27,Antofagasta,Chile,66.0,1167689.0,False
286,María,Flores,maría.flores286@mail.cl,M,2025-05-14,Valparaíso,Chile,20.0,793894.0,False
287,Constanza,Martínez,constanza.martínez287@mail.cl,M,2025-05-10,Coquimbo,Chile,52.0,2203377.0,False
288,Camila,Muñoz,camila.muñoz288@mail.cl,F,2025-09-10,Araucanía,Chile,50.0,2191811.0,True
289,Constanza,González,constanza.gonzález289@mail.cl,F,2026-02-21,Antofagasta,Chile,20.0,1190658.0,True
290,Valentina,Martínez,valentina.martínez290@mail.cl,M,2025-01-25,RM,Chile,32.0,1464163.0,True
291,Carolina,Araya,carolina.araya291@mail.cl,F,2025-01-31,RM,Chile,31.0,1052467.0,False
292,Rodrigo,Araya,rodrigo.araya292@mail.cl,M,2025-09-11,RM,Chile,19.0,1783131.0,True
293,Pedro,Valenzuela,pedro.valenzuela293@mail.cl,M,2025-12-11,Coquimbo,Chile,19.0,1473181.0,True
294,María,Flores,maría.flores294@mail.cl,M,2026-01-19,Valparaíso,Chile,26.0,1185154.0,True
295,Sebastián,Araya,sebastián.araya295@mail.cl,F,2025-09-09,RM,Chile,50.0,1121827.0,False
296,Felipe,Silva,felipe.silva296@mail.cl,M,2025-08-09,RM,Chile,69.0,2433731.0,False
297,Valentina,Santelices,valentina.santelices297@mail.cl,F,2026-02-04,RM,Chile,24.0,989626.0,False
298,Valentina,Espinoza,valentina.espinoza298@mail.cl,M,2025-07-02,Valparaíso,Chile,19.0,563037.0,True
299,Diego,Soto,diego.soto299@mail.cl,F,2025-11-10,RM,Chile,56.0,1770660.0,True
300,Rodrigo,Pérez,rodrigo.pérez300@mail.cl,F,2026-01-18,RM,Chile,54.0,946636.0,False
301,Camila,González,camila.gonzález301@mail.cl,M,2025-11-04,RM,Chile,43.0,1559325.0,False
302,María,Díaz,maría.díaz302@mail.cl,F,2025-08-21,Valparaíso,Chile,46.0,2361043.0,True
303,Valentina,López,valentina.lópez303@mail.cl,M,2025-07-11,Araucanía,Chile,34.0,503191.0,True
304,Sebastián,González,sebastián.gonzález304@mail.cl,F,2025-01-10,Coquimbo,Chile,67.0,1962073.0,False
305,Carolina,Silva,carolina.silva305@mail.cl,M,2025-09-21,Biobío,Chile,39.0,2386407.0,True
306,Josefa,González,josefa.gonzález306@mail.cl,F,2026-01-05,Coquimbo,Chile,49.0,563936.0,True
307,Diego,Silva,diego.silva307@mail.cl,M,2025-04-19,RM,Chile,68.0,2458295.0,True
308,Daniela,González,daniela.gonzález308@mail.cl,M,2025-08-16,Coquimbo,Chile,28.0,701139.0,True
309,Pedro,Santelices,pedro.santelices309@mail.cl,M,2025-09-18,RM,Chile,22.0,1129085.0,False
310,Catalina,Silva,catalina.silva310@mail.cl,F,2025-08-08,Coquimbo,Chile,34.0,648702.0,False
311,Catalina,Silva,catalina.silva311@mail.cl,M,2025-02-18,Araucanía,Chile,53.0,1646237.0,False
312,Constanza,Martínez,constanza.martínez312@mail.cl,M,2025-09-12,Araucanía,Chile,67.0,2381865.0,True
313,Camila,Araya,camila.araya313@mail.cl,M,2025-06-30,Araucanía,Chile,49.0,612990.0,False
314,Catalina,Araya,catalina.araya314@mail.cl,F,2025-07-02,RM,Chile,26.0,915384.0,False
315,Andrés,Espinoza,andrés.espinoza315@mail.cl,F,2025-08-01,RM,Chile,61.0,1379903.0,True
316,Constanza,González,constanza.gonzález316@mail.cl,F,2025-08-10,Araucanía,Chile,56.0,1886992.0,False
317,Sebastián,Valenzuela,sebastián.valenzuela317@mail.cl,F,2025-05-06,Valparaíso,Chile,25.0,1122893.0,False
318,Constanza,Santelices,constanza.santelices318@mail.cl,M,2025-03-27,Valparaíso,Chile,39.0,1765898.0,True
319,Valentina,Araya,valentina.araya319@mail.cl,M,2025-08-01,Valparaíso,Chile,32.0,817875.0,True
320,María,Valenzuela,maría.valenzuela320@mail.cl,M,2026-01-13,Coquimbo,Chile,39.0,1552330.0,True
321,Rodrigo,González,rodrigo.gonzález321@mail.cl,F,2025-01-23,Valparaíso,Chile,46.0,1464163.0,True
322,Carolina,Valenzuela,carolina.valenzuela322@mail.cl,M,2025-12-28,Biobío,Chile,33.0,1482599.0,True
323,Carolina,Pérez,carolina.pérez323@mail.cl,M,2025-08-12,Araucanía,Chile,59.0,1933441.0,True
324,Sebastián,López,sebastián.lópez324@mail.cl,M,2025-03-07,Valparaíso,Chile,44.5,1616271.0,True
325,Sebastián,Díaz,sebastián.díaz325@mail.cl,F,2025-02-23,RM,Chile,29.0,1051120.0,False
326,Constanza,Martínez,constanza.martínez326@mail.cl,F,2025-08-31,Biobío,Chile,48.0,2340118.0,False
327,Daniela,Rodriguez,daniela.rodriguez327@mail.cl,M,2025-05-12,RM,Chile,37.0,1042601.0,False
328,Valentina,Rodriguez,valentina.rodriguez328@mail.cl,F,2025-12-25,RM,Chile,38.0,1628649.0,False
329,Constanza,Díaz,constanza.díaz329@mail.cl,F,2025-04-29,Biobío,Chile,24.0,568099.0,True
330,Constanza,Rodriguez,constanza.rodriguez330@mail.cl,F,2025-09-11,RM,Chile,41.0,1352129.0,False
331,María,Rodriguez,maría.rodriguez331@mail.cl,M,2025-11-15,RM,Chile,63.0,817650.0,False
332,Daniela,Flores,daniela.flores332@mail.cl,F,2025-12-22,Biobío,Chile,36.0,1606351.0,True
333,Camila,Espinoza,camila.espinoza333@mail.cl,M,2025-11-15,Valparaíso,Chile,69.0,681360.0,True
334,Carolina,Morales,carolina.morales334@mail.cl,M,2026-02-14,Araucanía,Chile,50.0,2001584.0,False
335,Camila,Díaz,camila.díaz335@mail.cl,F,2025-02-16,RM,Chile,31.0,1141147.0,True
336,Felipe,Martínez,felipe.martínez336@mail.cl,F,2025-03-02,Coquimbo,Chile,27.0,665937.0,True
337,Rodrigo,Morales,rodrigo.morales337@mail.cl,M,2025-07-17,Coquimbo,Chile,34.0,2294042.0,True
338,Pedro,Pérez,pedro.pérez338@mail.cl,M,2025-03-10,RM,Chile,46.0,1818719.0,True
339,Camila,González,camila.gonzález339@mail.cl,M,2025-03-11,Coquimbo,Chile,43.0,650787.0,False
340,Felipe,Santelices,felipe.santelices340@mail.cl,F,2025-04-10,Antofagasta,Chile,23.0,1150024.0,False
341,Constanza,Araya,constanza.araya341@mail.cl,F,2025-06-01,RM,Chile,42.0,807747.0,True
342,Constanza,Silva,constanza.silva342@mail.cl,F,2025-06-12,RM,Chile,45.0,573997.0,False
343,Francisca,Soto,francisca.soto343@mail.cl,M,2025-02-13,Coquimbo,Chile,26.0,1644620.0,False
344,Daniela,Morales,daniela.morales344@mail.cl,F,2025-01-21,Valparaíso,Chile,21.0,1565649.0,True
345,Andrés,Santelices,andrés.santelices345@mail.cl,F,2025-09-05,Antofagasta,Chile,28.0,566707.0,False
346,Josefa,Santelices,josefa.santelices346@mail.cl,M,2025-05-22,RM,Chile,54.0,1960537.0,True
347,María,Pérez,maría.pérez347@mail.cl,M,2025-11-01,Valparaíso,Chile,36.0,950930.0,True
348,Diego,Araya,diego.araya348@mail.cl,M,2025-04-27,RM,Chile,21.0,591006.0,False
349,Sebastián,Santelices,sebastián.santelices349@mail.cl,F,2025-03-02,Coquimbo,Chile,51.0,1227067.0,False
350,Andrés,Martínez,andrés.martínez350@mail.cl,M,2025-07-17,Valparaíso,Chile,51.0,1879904.0,False
351,Diego,Pérez,diego.pérez351@mail.cl,F,2025-11-26,Valparaíso,Chile,51.0,1232303.0,False
352,Pedro,Flores,pedro.flores352@mail.cl,M,2025-10-21,Coquimbo,Chile,27.0,648066.0,False
353,Pedro,Valenzuela,pedro.valenzuela353@mail.cl,M,2025-01-20,RM,Chile,43.0,1088158.0,False
354,Constanza,Díaz,constanza.díaz354@mail.cl,F,2025-03-20,RM,Chile,39.0,2481019.0,False
355,Andrés,Flores,andrés.flores355@mail.cl,M,2025-03-07,Coquimbo,Chile,42.0,2226199.0,False
356,Pedro,Silva,pedro.silva356@mail.cl,F,2025-09-19,Coquimbo,Chile,56.0,679635.0,True
357,Sebastián,Morales,sebastián.morales357@mail.cl,F,2025-09-24,RM,Chile,29.0,1464163.0,False
358,Daniela,Araya,daniela.araya358@mail.cl,F,2025-03-13,Biobío,Chile,26.0,2487118.0,True
359,Catalina,Espinoza,catalina.espinoza359@mail.cl,F,2025-09-25,Coquimbo,Chile,19.0,2026534.0,False
360,Pedro,Flores,pedro.flores360@mail.cl,M,2025-08-08,Antofagasta,Chile,18.0,1275158.0,False
361,Daniela,Pérez,daniela.pérez361@mail.cl,F,2025-09-17,Valparaíso,Chile,47.0,773349.0,False
362,Valentina,Rodriguez,valentina.rodriguez362@mail.cl,F,2025-01-16,RM,Chile,18.0,1704798.0,True
363,Felipe,Pérez,felipe.pérez363@mail.cl,M,2025-04-12,Valparaíso,Chile,48.0,2099034.0,True
364,Catalina,Morales,catalina.morales364@mail.cl,M,2025-10-08,Coquimbo,Chile,37.0,1021121.0,False
365,Constanza,Espinoza,constanza.espinoza365@mail.cl,M,2025-09-22,Araucanía,Chile,69.0,1527557.0,False
366,Valentina,Rodriguez,valentina.rodriguez366@mail.cl,F,2025-12-30,RM,Chile,61.0,912104.0,True
367,Daniela,Muñoz,daniela.muñoz367@mail.cl,F,2025-10-04,Biobío,Chile,45.0,1765399.0,False
368,Constanza,González,constanza.gonzález368@mail.cl,M,2026-02-20,Coquimbo,Chile,64.0,1970801.0,False
369,Andrés,Martínez,andrés.martínez369@mail.cl,M,2025-11-21,Valparaíso,Chile,61.0,911274.0,False
370,Josefa,Morales,josefa.morales370@mail.cl,M,2025-03-07,RM,Chile,52.0,1754311.0,False
371,Carolina,Valenzuela,carolina.valenzuela371@mail.cl,M,2025-01-01,RM,Chile,25.0,2240534.0,True
372,Catalina,Valenzuela,catalina.valenzuela372@mail.cl,M,2025-10-21,Valparaíso,Chile,32.0,1539550.0,True
373,Pedro,Martínez,pedro.martínez373@mail.cl,M,2025-02-08,Coquimbo,Chile,26.0,2052226.0,False
374,Rodrigo,Valenzuela,rodrigo.valenzuela374@mail.cl,F,2026-01-27,Valparaíso,Chile,40.0,1083098.0,True
375,María,Silva,maría.silva375@mail.cl,F,2026-01-08,Coquimbo,Chile,52.0,1202098.0,False
376,Josefa,Espinoza,josefa.espinoza376@mail.cl,M,2025-12-10,Coquimbo,Chile,31.0,963001.0,False
377,Felipe,Soto,felipe.soto377@mail.cl,F,2026-01-03,Valparaíso,Chile,59.0,914994.0,True
378,Carolina,Díaz,carolina.díaz378@mail.cl,M,2025-09-08,Araucanía,Chile,36.0,1338574.0,False
379,Constanza,Silva,constanza.silva379@mail.cl,F,2025-10-13,RM,Chile,26.0,1346143.0,True
380,Daniela,Díaz,daniela.díaz380@mail.cl,M,2025-11-30,Biobío,Chile,47.0,1253704.0,False
381,Andrés,Díaz,andrés.díaz381@mail.cl,F,2025-04-20,Antofagasta,Chile,39.0,1413320.0,False
382,Josefa,Valenzuela,josefa.valenzuela382@mail.cl,M,2026-02-17,Coquimbo,Chile,47.0,1733954.0,True
383,Catalina,Espinoza,catalina.espinoza383@mail.cl,F,2025-10-31,RM,Chile,37.0,544900.0,True
384,Carolina,González,carolina.gonzález384@mail.cl,M,2026-01-04,RM,Chile,52.0,1295600.0,False
385,Daniela,González,daniela.gonzález385@mail.cl,F,2025-11-28,Coquimbo,Chile,29.0,833997.0,True
386,Josefa,Martínez,josefa.martínez386@mail.cl,M,2025-08-20,Antofagasta,Chile,38.0,2424914.0,False
387,Camila,Martínez,camila.martínez387@mail.cl,M,2025-12-14,Valparaíso,Chile,45.0,1778723.0,False
388,Carolina,Flores,carolina.flores388@mail.cl,M,2026-02-03,Valparaíso,Chile,44.0,2346198.0,True
389,Juan,Silva,juan.silva389@mail.cl,M,2026-01-18,Coquimbo,Chile,34.0,1424220.0,False
390,Valentina,López,valentina.lópez390@mail.cl,M,2025-04-03,RM,Chile,62.0,961552.0,True
391,Daniela,Espinoza,daniela.espinoza391@mail.cl,M,2025-06-26,Coquimbo,Chile,30.0,2159580.0,False
392,Juan,Espinoza,juan.espinoza392@mail.cl,M,2025-12-19,RM,Chile,43.0,2431046.0,True
393,Diego,González,diego.gonzález393@mail.cl,F,2025-08-21,Coquimbo,Chile,26.0,1685111.0,True
394,Juan,Martínez,juan.martínez394@mail.cl,M,2025-07-02,RM,Chile,58.0,2094918.0,True
395,Catalina,Morales,catalina.morales395@mail.cl,F,2025-02-15,Araucanía,Chile,62.0,692512.0,False
396,Carolina,Rodriguez,carolina.rodriguez396@mail.cl,F,2025-04-19,Antofagasta,Chile,29.0,1751772.0,False
397,Juan,Flores,juan.flores397@mail.cl,F,2026-01-08,Araucanía,Chile,42.0,1234042.0,False
398,Felipe,Espinoza,felipe.espinoza398@mail.cl,M,2025-12-06,Biobío,Chile,35.0,1988529.0,False
399,Camila,Espinoza,camila.espinoza399@mail.cl,M,2025-05-27,Coquimbo,Chile,64.0,510651.0,False
400,Camila,González,camila.gonzález400@mail.cl,M,2025-02-10,Coquimbo,Chile,56.0,833569.0,True
401,Rodrigo,Martínez,rodrigo.martínez401@mail.cl,F,2025-09-23,RM,Chile,31.0,2019825.0,True
402,Valentina,Martínez,valentina.martínez402@mail.cl,M,2025-06-04,RM,Chile,19.0,1386364.0,False
403,Pedro,Espinoza,pedro.espinoza403@mail.cl,F,2025-09-25,Biobío,Chile,52.0,1026570.0,True
404,Felipe,Flores,felipe.flores404@mail.cl,M,2025-02-18,RM,Chile,48.0,1785016.0,True
405,Daniela,Martínez,daniela.martínez405@mail.cl,F,2025-05-26,Biobío,Chile,53.0,1464163.0,True
406,Felipe,Martínez,felipe.martínez406@mail.cl,M,2025-12-30,Antofagasta,Chile,51.0,2435135.0,True
407,Pedro,Araya,pedro.araya407@mail.cl,F,2025-12-26,Antofagasta,Chile,28.0,1219407.0,False
408,Francisca,Morales,francisca.morales408@mail.cl,M,2025-06-16,RM,Chile,51.0,2030295.0,False
409,Diego,Santelices,diego.santelices409@mail.cl,F,2025-02-16,RM,Chile,37.0,2275378.0,True
410,Francisca,Araya,francisca.araya410@mail.cl,F,2025-05-06,Valparaíso,Chile,28.0,1283152.0,True
411,Valentina,Pérez,valentina.pérez411@mail.cl,F,2025-07-23,RM,Chile,55.0,2167904.0,True
412,Camila,González,camila.gonzález412@mail.cl,M,2025-12-10,Araucanía,Chile,20.0,1145194.0,True
413,Camila,López,camila.lópez413@mail.cl,M,2026-01-27,RM,Chile,59.0,2281298.0,False
414,Valentina,Morales,valentina.morales414@mail.cl,M,2025-05-02,Coquimbo,Chile,54.0,2013641.0,False
415,Diego,Rodriguez,diego.rodriguez415@mail.cl,M,2026-01-09,Coquimbo,Chile,66.0,1836092.0,True
416,Andrés,Valenzuela,andrés.valenzuela416@mail.cl,F,2025-10-05,RM,Chile,21.0,1052004.0,True
417,Sebastián,González,sebastián.gonzález417@mail.cl,M,2025-12-09,Coquimbo,Chile,68.0,1481890.0,False
418,María,Flores,maría.flores418@mail.cl,M,2025-01-21,RM,Chile,61.0,1024426.0,True
419,Camila,Rodriguez,camila.rodriguez419@mail.cl,M,2025-04-21,Coquimbo,Chile,51.0,1051050.0,False
420,Pedro,Flores,pedro.flores420@mail.cl,M,2025-08-02,Valparaíso,Chile,41.0,736281.0,True
421,Diego,Santelices,diego.santelices421@mail.cl,M,2026-02-06,RM,Chile,53.0,1378453.0,True
422,Josefa,Morales,josefa.morales422@mail.cl,M,2025-02-16,Coquimbo,Chile,29.0,2148885.0,True
423,Valentina,Morales,valentina.morales423@mail.cl,M,2025-01-20,RM,Chile,58.0,1090381.0,False
424,Carolina,Soto,carolina.soto424@mail.cl,M,2025-04-18,Araucanía,Chile,61.0,1473619.0,False
425,Valentina,Valenzuela,valentina.valenzuela425@mail.cl,M,2025-08-04,RM,Chile,40.0,1831598.0,True
426,Andrés,Martínez,andrés.martínez426@mail.cl,M,2026-01-14,Coquimbo,Chile,44.0,2036081.0,False
427,Pedro,Valenzuela,pedro.valenzuela427@mail.cl,M,2026-02-04,Coquimbo,Chile,65.0,625438.0,True
428,Daniela,Díaz,daniela.díaz428@mail.cl,M,2026-02-01,Coquimbo,Chile,25.0,2415026.0,True
429,Valentina,Rodriguez,valentina.rodriguez429@mail.cl,M,2026-01-31,RM,Chile,33.0,2172305.0,False
430,Valentina,Flores,valentina.flores430@mail.cl,F,2025-10-25,Valparaíso,Chile,38.0,1861871.0,False
431,María,Martínez,maría.martínez431@mail.cl,F,2025-08-10,Valparaíso,Chile,64.0,1838530.0,True
432,María,Silva,maría.silva432@mail.cl,F,2025-05-15,Biobío,Chile,20.0,828768.0,False
433,Sebastián,Pérez,sebastián.pérez433@mail.cl,M,,RM,Chile,22.0,1141211.0,False
434,Sebastián,Valenzuela,sebastián.valenzuela434@mail.cl,M,2025-04-14,Biobío,Chile,40.0,1887784.0,False
435,Constanza,Espinoza,constanza.espinoza435@mail.cl,F,2025-03-16,Valparaíso,Chile,52.0,1797991.0,True
436,Constanza,Araya,constanza.araya436@mail.cl,M,2025-03-02,Araucanía,Chile,44.5,996762.0,False
437,Catalina,Muñoz,catalina.muñoz437@mail.cl,F,2026-01-16,RM,Chile,55.0,2309595.0,False
438,María,López,maría.lópez438@mail.cl,M,2025-10-17,Valparaíso,Chile,56.0,2334434.0,False
439,Felipe,Espinoza,felipe.espinoza439@mail.cl,F,2026-01-29,Coquimbo,Chile,56.0,2058068.0,True
440,Juan,González,juan.gonzález440@mail.cl,M,2025-02-22,RM,Chile,36.0,2031192.0,True
441,Valentina,Valenzuela,valentina.valenzuela441@mail.cl,M,2026-01-10,Valparaíso,Chile,27.0,1113859.0,False
442,Valentina,Díaz,valentina.díaz442@mail.cl,F,2025-02-22,Valparaíso,Chile,41.0,2301038.0,False
443,Constanza,Valenzuela,constanza.valenzuela443@mail.cl,F,2025-01-12,RM,Chile,44.5,905453.0,False
444,María,Silva,maría.silva444@mail.cl,F,2025-02-18,Valparaíso,Chile,32.0,1398488.0,True
445,Juan,López,juan.lópez445@mail.cl,M,2025-10-21,RM,Chile,34.0,1314422.0,False
446,María,Silva,maría.silva446@mail.cl,M,2026-01-29,RM,Chile,45.0,1916842.0,True
447,Juan,Morales,juan.morales447@mail.cl,M,2026-01-04,Coquimbo,Chile,53.0,2482289.0,True
448,Pedro,Flores,pedro.flores448@mail.cl,M,2025-06-28,Antofagasta,Chile,54.0,1788592.0,False
449,Felipe,López,felipe.lópez449@mail.cl,M,2025-04-30,RM,Chile,27.0,2406862.0,True
450,Diego,Pérez,diego.pérez450@mail.cl,M,2026-02-13,Valparaíso,Chile,28.0,882736.0,False
451,Josefa,Martínez,josefa.martínez451@mail.cl,F,2025-07-30,RM,Chile,29.0,2401860.0,False
452,Juan,Pérez,juan.pérez452@mail.cl,F,2025-02-10,Araucanía,Chile,52.0,1273422.0,False
453,María,Espinoza,maría.espinoza453@mail.cl,M,2025-01-13,RM,Chile,35.0,1838084.0,True
454,Camila,Valenzuela,camila.valenzuela454@mail.cl,F,2025-11-06,RM,Chile,39.0,2255104.0,False
455,Rodrigo,Santelices,rodrigo.santelices455@mail.cl,M,2025-09-21,RM,Chile,24.0,1513539.0,False
456,Pedro,Araya,pedro.araya456@mail.cl,F,2025-11-06,Valparaíso,Chile,18.0,836227.0,True
457,Carolina,Morales,carolina.morales457@mail.cl,M,2026-02-23,Valparaíso,Chile,27.0,1997652.0,False
458,Josefa,Pérez,josefa.pérez458@mail.cl,F,2025-10-07,RM,Chile,19.0,1722613.0,True
459,Camila,Espinoza,camila.espinoza459@mail.cl,F,2025-04-12,RM,Chile,34.0,1806379.0,False
460,Camila,Silva,camila.silva460@mail.cl,M,2026-01-26,Coquimbo,Chile,55.0,938080.0,False
461,Felipe,Araya,felipe.araya461@mail.cl,F,2025-07-05,Biobío,Chile,29.0,766010.0,False
462,Diego,López,diego.lópez462@mail.cl,M,2025-05-14,RM,Chile,24.0,2486527.0,False
463,Diego,Martínez,diego.martínez463@mail.cl,M,2025-11-09,Valparaíso,Chile,29.0,2119471.0,False
464,Andrés,Pérez,andrés.pérez464@mail.cl,F,2026-02-20,Coquimbo,Chile,26.0,879039.0,True
465,Daniela,González,daniela.gonzález465@mail.cl,M,2025-08-02,Biobío,Chile,44.5,676743.0,True
466,Rodrigo,Martínez,rodrigo.martínez466@mail.cl,M,2025-03-20,RM,Chile,40.0,1597643.0,False
467,Camila,López,camila.lópez467@mail.cl,F,2025-04-06,Araucanía,Chile,37.0,709329.0,True
468,Josefa,Araya,josefa.araya468@mail.cl,F,2025-07-18,RM,Chile,59.0,839384.0,False
469,Sebastián,López,sebastián.lópez469@mail.cl,M,2025-06-30,Coquimbo,Chile,25.0,1412743.0,False
470,Josefa,Valenzuela,josefa.valenzuela470@mail.cl,F,2026-02-16,Valparaíso,Chile,69.0,2329989.0,False
471,Valentina,Araya,valentina.araya471@mail.cl,M,2025-08-30,Antofagasta,Chile,43.0,1918992.0,False
472,Diego,Díaz,diego.díaz472@mail.cl,F,2025-06-10,RM,Chile,67.0,1182405.0,True
473,María,Valenzuela,maría.valenzuela473@mail.cl,F,2025-10-21,Coquimbo,Chile,39.0,981725.0,False
474,Constanza,López,constanza.lópez474@mail.cl,F,2025-01-06,Coquimbo,Chile,46.0,2116391.0,False
475,Rodrigo,Morales,rodrigo.morales475@mail.cl,F,2026-01-13,Biobío,Chile,67.0,1656618.0,True
476,Carolina,Araya,carolina.araya476@mail.cl,F,2025-09-09,RM,Chile,65.0,2321367.0,False
477,Andrés,López,andrés.lópez477@mail.cl,F,2025-03-30,Coquimbo,Chile,35.0,1785138.0,True
478,Felipe,Soto,felipe.soto478@mail.cl,F,,RM,Chile,46.0,1290074.0,True
479,María,González,maría.gonzález479@mail.cl,M,2026-02-03,RM,Chile,25.0,716204.0,False
480,Daniela,Espinoza,daniela.espinoza480@mail.cl,F,2025-02-08,RM,Chile,44.5,938458.0,False
481,Daniela,Muñoz,daniela.muñoz481@mail.cl,F,2025-03-15,Antofagasta,Chile,53.0,911236.0,False
482,Catalina,Araya,catalina.araya482@mail.cl,F,2025-06-19,Biobío,Chile,57.0,2157153.0,True
483,Daniela,Morales,daniela.morales483@mail.cl,F,2025-12-30,Coquimbo,Chile,30.0,2401740.0,False
484,Camila,Martínez,camila.martínez484@mail.cl,F,2026-02-20,RM,Chile,18.0,607096.0,True
485,Felipe,González,felipe.gonzález485@mail.cl,M,2025-06-12,RM,Chile,52.0,1552272.0,True
486,Andrés,López,andrés.lópez486@mail.cl,F,2026-01-29,Valparaíso,Chile,37.0,975828.0,True
487,María,Díaz,maría.díaz487@mail.cl,M,2025-04-26,RM,Chile,40.0,923177.0,True
488,Andrés,Martínez,andrés.martínez488@mail.cl,M,2026-01-22,RM,Chile,51.0,2006295.0,True
489,Sebastián,Flores,sebastián.flores489@mail.cl,F,2025-05-29,RM,Chile,52.0,1215339.0,False
490,Pedro,Rodriguez,pedro.rodriguez490@mail.cl,M,2026-01-07,RM,Chile,43.0,769956.0,True
491,Constanza,Díaz,constanza.díaz491@mail.cl,M,2025-04-26,Coquimbo,Chile,62.0,1831420.0,False
492,Sebastián,Rodriguez,sebastián.rodriguez492@mail.cl,F,2025-11-20,Antofagasta,Chile,32.0,938242.0,True
